#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
瑞星・覇【篭手】,1,1,7,1,4,99,0,64,136,1,1,1,1,1,本気,2,スタミナ,2,気絶,-2,,,,,スタジオＧパス,1,獰猛化電竜鱗,1,斬竜の上鱗,5,電竜の帯電膜,4
景星・覇【篭手】,1,2,7,1,4,99,0,32,68,2,2,2,2,2,本気,2,スタミナ,2,気絶,-2,,,,,スタジオＧパス,1,獰猛化電竜鱗,1,斬竜の上鱗,5,電竜の帯電膜,4
夢見・覇【篭手】,2,1,7,1,4,99,0,64,136,1,1,1,1,1,本気,3,スタミナ,2,連撃,1,,,,,スタジオＧパス,1,獰猛化電竜鱗,1,斬竜の上鱗,5,電竜の帯電膜,4
夢語・覇【篭手】,2,2,7,1,4,99,0,32,68,2,2,2,2,2,本気,3,スタミナ,2,連撃,1,,,,,スタジオＧパス,1,獰猛化電竜鱗,1,斬竜の上鱗,5,電竜の帯電膜,4
ニセたまＳ腕タイツ,0,1,4,0,4,99,0,32,108,2,1,0,0,0,運気,3,笛,2,スタミナ,3,,,,,ぐでぐでとした卵,2,海綿質の上皮,3,銀のたまご,1,爆炎袋,2
ニセたまＳ腕スーツ,0,2,4,0,4,99,0,16,54,3,1,0,0,0,運気,3,笛,2,スタミナ,2,,,,,ぐでぐでとした卵,2,海綿質の上皮,3,銀のたまご,1,爆炎袋,2
バリアスーツガード,1,1,6,1,4,99,0,64,136,4,4,4,4,-4,属性耐性,2,炎熱適応,2,腹減り,-2,,,,,サムスコイン,1,獰猛化黒狼鳥鱗,1,獄炎石,3,黒狼鳥の地獄耳,2
バリアスーツシールド,1,2,6,0,4,99,0,32,68,5,5,5,5,-3,属性耐性,2,炎熱適応,2,腹減り,-2,,,,,サムスコイン,1,獰猛化黒狼鳥鱗,1,獄炎石,3,黒狼鳥の地獄耳,2
ゼロスーツグラブ,2,1,6,1,4,99,0,48,120,4,4,4,4,-4,回避性能,2,気力回復,2,防御,-2,,,,,サムスコイン,1,獰猛化黒狼鳥鱗,1,獄炎石,3,黒狼鳥の地獄耳,2
ゼロスーツハンド,2,2,6,0,4,99,0,24,60,5,5,5,5,-3,回避性能,2,気力回復,2,防御,-2,,,,,サムスコイン,1,獰猛化黒狼鳥鱗,1,獄炎石,3,黒狼鳥の地獄耳,2
勇者の腕当て,0,1,7,1,4,99,0,64,136,2,2,2,2,2,無傷,2,剣術,2,効果持続,2,,,,,トライフォース,1,砕竜の剛拳,2,巨獣の堅殻,4,雷狼竜の甲殻,3
勇者の手袋,0,2,7,1,4,99,0,32,68,3,3,3,3,3,無傷,2,装填数,2,効果持続,2,,,,,トライフォース,1,砕竜の剛拳,2,巨獣の堅殻,4,雷狼竜の甲殻,3
アームオブレイジ,1,1,7,0,8,99,0,66,138,2,2,2,2,2,本気,3,聴覚保護,3,効果持続,-3,,,,,女神の抱擁,1,獰猛化恐暴竜鱗,1,恐暴竜の鉤爪,4,黒蝕竜の鋭惨爪,4
ガードオブレイジ,1,2,7,0,8,99,0,33,69,3,3,3,3,3,本気,3,聴覚保護,3,効果持続,-3,,,,,女神の抱擁,1,獰猛化恐暴竜鱗,1,恐暴竜の鉤爪,4,黒蝕竜の鋭惨爪,4
アームオブアナト,2,1,7,0,8,99,0,66,138,2,2,2,2,2,本気,3,聴覚保護,3,効果持続,-3,,,,,女神の抱擁,1,獰猛化恐暴竜鱗,1,恐暴竜の鉤爪,4,黒蝕竜の鋭惨爪,4
ガードオブアナト,2,2,7,0,8,99,0,33,69,3,3,3,3,3,本気,3,聴覚保護,3,効果持続,-3,,,,,女神の抱擁,1,獰猛化恐暴竜鱗,1,恐暴竜の鉤爪,4,黒蝕竜の鋭惨爪,4
